id_inducer_1	id_inducer_2	symbol_inducer_1	symbol_inducer_2	id_reporter	symbol_reporter	specs	AIC	Delta_AIC	theta
ENSG00000170925.3	ENSG00000253073.1	TEX13B	RN7SKP295	ENSG00000136883.12	KIF12	Dual_Activation	-1168.5352955208373	-171.5692341587926	{'K_1': 0.019988559759633158, 'K_2': 0.04134055087279042, 'n_1': 1.6173881415732319, 'n_2': 0.5699521275120476, 'alpha_1': 0.14521204776130764, 'alpha_2': 0.06732863491250304, 'alpha_3': 0.1452120477613077, 'alpha_4': -1.8414517581885808e-17}
ENSG00000170925.3	ENSG00000275017.1	TEX13B	AL353748.2	ENSG00000136883.12	KIF12	OR	-1178.4115296012849	-118.64214973148842	{'K_1': 0.016972930550653516, 'K_2': 0.1666000536855094, 'n_1': 1.757158954195049, 'n_2': 0.5258134696453578, 'alpha_1': 0.23061604864426888, 'alpha_2': 0.048973413617563764, 'alpha_3': -2.77772449799754e-17}
ENSG00000170925.3	ENSG00000147889.16	TEX13B	CDKN2A	ENSG00000136883.12	KIF12	OR	-1157.8510919218181	-161.11654314124235	{'K_1': 0.2465096300493911, 'K_2': 0.01063140865942222, 'n_1': 0.5455908435772364, 'n_2': 6.698688371580277, 'alpha_1': 0.1282210237912691, 'alpha_2': 0.1282210237912691, 'alpha_3': 0.0871337879065538}
ENSG00000170925.3	ENSG00000235513.1	TEX13B	L3MBTL2-AS1	ENSG00000136883.12	KIF12	AND	-1177.8550600733113	-159.62910412709584	{'K_1': 0.008181442757669553, 'K_2': 0.034093272779764205, 'n_1': 8.108598225267098, 'n_2': 14.592800776654656, 'alpha_1': 0.08956952923659238}
ENSG00000170925.3	ENSG00000240733.3	TEX13B	RN7SL502P	ENSG00000136883.12	KIF12	Dual_Activation	-1233.4735578679959	-29.9701898721039	{'K_1': 0.007744490281655742, 'K_2': 1.0278096357669955, 'n_1': 0.6300026284218257, 'n_2': 0.6685314032420785, 'alpha_1': 0.7208786777210712, 'alpha_2': 0.016521714816564427, 'alpha_3': 0.6802281298841258, 'alpha_4': 3.1765381075074087e-19}
ENSG00000170925.3	ENSG00000220920.1	TEX13B	AL023807.1	ENSG00000136883.12	KIF12	Dual_Activation	-1184.393550127608	-21.38482476438253	{'K_1': 0.2198209844090809, 'K_2': 0.04409498585393836, 'n_1': 2.612553170586156, 'n_2': 1.8646746891837567, 'alpha_1': 0.22490252316454276, 'alpha_2': 0.22490252316454276, 'alpha_3': 0.11080567957383154, 'alpha_4': 0.0006585089597033971}
ENSG00000170925.3	ENSG00000235221.1	TEX13B	LINC00383	ENSG00000136883.12	KIF12	OR	-1271.7078321942315	-108.74947271210203	{'K_1': 0.034472048071857844, 'K_2': 0.05974680820397725, 'n_1': 1.154044206793028, 'n_2': 0.9859718984072823, 'alpha_1': 0.19882686972637306, 'alpha_2': 0.0686025940656894, 'alpha_3': 0.19882686972637306}
ENSG00000170925.3	ENSG00000237530.1	TEX13B	AL136140.1	ENSG00000136883.12	KIF12	OR	-1137.7506739551484	-145.05919731908193	{'K_1': 0.017031796546277747, 'K_2': 0.02178034878187265, 'n_1': 3.248714362914376, 'n_2': 0.014698220904573511, 'alpha_1': 0.08880345814986423, 'alpha_2': 0.08880345814986423, 'alpha_3': 2.1675659637136906e-18}
ENSG00000170925.3	ENSG00000258521.1	TEX13B	AL157871.2	ENSG00000136883.12	KIF12	AND	-1177.0789377889546	-176.18446227711433	{'K_1': 0.019468428759223094, 'K_2': 0.007207975759242313, 'n_1': 4.922523323777815, 'n_2': 2.6527435735642695, 'alpha_1': 0.10119262732706068}
ENSG00000170925.3	ENSG00000100095.18	TEX13B	SEZ6L	ENSG00000136883.12	KIF12	OR	-1119.640062753848	-138.86427897494855	{'K_1': 0.029021064352230848, 'K_2': 0.038426374616138605, 'n_1': 1.3845824912707638, 'n_2': 0.40698292187313223, 'alpha_1': 0.12011055273408754, 'alpha_2': 0.10108782150623824, 'alpha_3': 0.12010970159636959}
ENSG00000170925.3	ENSG00000242079.1	TEX13B	RN7SL318P	ENSG00000136883.12	KIF12	OR	-1159.6121595001828	-55.74705237157718	{'K_1': 0.02001003834423337, 'K_2': 0.04351102138586892, 'n_1': 1.180644483966804, 'n_2': 0.9958035070732094, 'alpha_1': 0.13668479027675073, 'alpha_2': 0.048349724281162965, 'alpha_3': 0.1366847902767507}
ENSG00000170925.3	ENSG00000117020.16	TEX13B	AKT3	ENSG00000136883.12	KIF12	OR	-1210.0470956252484	-161.95809458148915	{'K_1': 0.017564674026924312, 'K_2': 0.012643150134457415, 'n_1': 3.2389054334926066, 'n_2': 2.040090831357543, 'alpha_1': 0.10587125821888577, 'alpha_2': 0.0564142592929019, 'alpha_3': 0.10587125821888578}
ENSG00000170925.3	ENSG00000127366.5	TEX13B	TAS2R5	ENSG00000136883.12	KIF12	OR	-1217.3307431452874	-90.22679900134017	{'K_1': 0.021417409616743398, 'K_2': 0.2220522735304604, 'n_1': 1.2103398092748456, 'n_2': 0.9682693016581037, 'alpha_1': 0.21964447583666444, 'alpha_2': 0.06920622730707122, 'alpha_3': 0.21964447583666447}
ENSG00000170925.3	ENSG00000238367.1	TEX13B	MIR2113	ENSG00000136883.12	KIF12	OR	-1154.872986741097	-138.44115228104658	{'K_1': 0.04157265472858539, 'K_2': 0.06608175082113965, 'n_1': 1.1738172352442644, 'n_2': 0.9774775998598099, 'alpha_1': 0.15167631835133252, 'alpha_2': 0.09990133893376703, 'alpha_3': 0.15167631835133244}
ENSG00000170925.3	ENSG00000239197.1	TEX13B	AC090985.1	ENSG00000136883.12	KIF12	OR	-1142.5831854751448	-140.6769359708071	{'K_1': 0.057497254301822516, 'K_2': 0.0878580161827558, 'n_1': 0.8123725429060357, 'n_2': 0.6006215794389699, 'alpha_1': 0.16588865464024197, 'alpha_2': 0.1024419904765048, 'alpha_3': 0.16588865464024197}
ENSG00000170925.3	ENSG00000242252.1	TEX13B	BGLAP	ENSG00000136883.12	KIF12	Dual_Activation	-1146.8421492651155	-145.80318119474236	{'K_1': 0.031639599882778924, 'K_2': 0.26827710132055776, 'n_1': 9.65581481872763, 'n_2': 0.8096719918692291, 'alpha_1': 0.09520343094962476, 'alpha_2': 0.08862615282036068, 'alpha_3': 0.04189525512131679, 'alpha_4': -5.421010862427522e-20}
ENSG00000170925.3	ENSG00000276547.1	TEX13B	PCDHGB5	ENSG00000136883.12	KIF12	OR	-1293.0057109876966	-139.29532398619062	{'K_1': 0.024878907563281514, 'K_2': 0.05925599927586631, 'n_1': 2.2116507267869125, 'n_2': 2.483228943039484, 'alpha_1': 0.14701496877169823, 'alpha_2': 0.06790388822268553, 'alpha_3': 0.06304778604597805}
ENSG00000170925.3	ENSG00000233044.1	TEX13B	AL049820.1	ENSG00000136883.12	KIF12	AND	-1180.1026478722165	-148.7615349081716	{'K_1': 0.018746004947100773, 'K_2': 0.004241370860275093, 'n_1': 7.698519062684428, 'n_2': 5.36496527304564, 'alpha_1': 0.09074956146386257}
ENSG00000224655.5	ENSG00000235910.1	LINC01823	APOA1-AS	ENSG00000136883.12	KIF12	Dual_Activation	-1224.1174325219895	-10.650452995151227	{'K_1': 0.05561815296026411, 'K_2': 0.10952707071387195, 'n_1': 0.9956865322081221, 'n_2': 1.017746448985477, 'alpha_1': 0.15936240955996844, 'alpha_2': 0.09804000367971623, 'alpha_3': 0.15936240955996844, 'alpha_4': -2.168404344971009e-19}
ENSG00000224655.5	ENSG00000252081.1	LINC01823	RNU6-277P	ENSG00000136883.12	KIF12	Dual_Activation	-1218.0088721836114	-29.12650024372033	{'K_1': 0.04287422276283171, 'K_2': 0.051939223804248424, 'n_1': 1.4035466460934078, 'n_2': 1.5193241672701854, 'alpha_1': 0.11820438259844618, 'alpha_2': 0.10222426761875476, 'alpha_3': 0.11820438259844614, 'alpha_4': 2.7201915060678617e-18}
ENSG00000224655.5	ENSG00000255334.1	LINC01823	AP000907.2	ENSG00000136883.12	KIF12	OR	-1178.5581266763259	-3.90189498804466	{'K_1': 0.1431230822612526, 'K_2': 0.07143414109878421, 'n_1': 1.1432307451999006, 'n_2': 0.9970788249974286, 'alpha_1': 0.2013236497398104, 'alpha_2': 0.1456635313483434, 'alpha_3': 0.20132364973981035}
ENSG00000224655.5	ENSG00000280887.1	LINC01823	ENSG00000280887	ENSG00000136883.12	KIF12	OR	-1183.3764726703819	-7.288993449804821	{'K_1': 0.14843584475012292, 'K_2': 0.03797240280836433, 'n_1': 1.1249043912252854, 'n_2': 1.2573482840180736, 'alpha_1': 0.17280413046812707, 'alpha_2': 0.17280413046812712, 'alpha_3': 0.1728041304681271}
ENSG00000224655.5	ENSG00000231804.1	LINC01823	AL353748.1	ENSG00000136883.12	KIF12	Dual_Activation	-1162.5818353607763	-40.49846028482534	{'K_1': 0.05258820451728072, 'K_2': 0.07338960575243242, 'n_1': 1.7155146986594794, 'n_2': 1.6485548622893031, 'alpha_1': 0.11393057742461919, 'alpha_2': 0.11393057742461926, 'alpha_3': 0.1139305774246194, 'alpha_4': 0.0016064927659030946}
ENSG00000224655.5	ENSG00000250686.2	LINC01823	KHDRBS2-OT1	ENSG00000136883.12	KIF12	Dual_Activation	-1132.6183339799247	-74.49174552929162	{'K_1': 0.01551594064642836, 'K_2': 0.054333046790467014, 'n_1': 1.9643677921943352, 'n_2': 1.3184594646577612, 'alpha_1': 0.09738280598861791, 'alpha_2': 0.09738280598861794, 'alpha_3': 0.0005500336993755707, 'alpha_4': 0.0005500336993755655}
ENSG00000224655.5	ENSG00000223884.5	LINC01823	AC068481.1	ENSG00000136883.12	KIF12	OR	-1304.3030725238089	-44.8043381178868	{'K_1': 0.03009617798959294, 'K_2': 0.03389233126464712, 'n_1': 1.123286453953653, 'n_2': 0.5094206685727716, 'alpha_1': 0.36955015772999844, 'alpha_2': -0.35187881080961847, 'alpha_3': 0.06146124561555195}
ENSG00000224655.5	ENSG00000237971.1	LINC01823	AL445523.1	ENSG00000136883.12	KIF12	AND	-1123.8614450454002	-61.33575909811907	{'K_1': 0.01772457155941777, 'K_2': 8.038142724013819e-06, 'n_1': 1.0742138157788164, 'n_2': 1.3547548815982695, 'alpha_1': 0.11427032254553343}
ENSG00000224655.5	ENSG00000200537.1	LINC01823	RNY4P6	ENSG00000136883.12	KIF12	AND	-1224.6024425715696	-6.546407701857788	{'K_1': 0.0024393652448871698, 'K_2': 0.01385461373531431, 'n_1': 1.2610547843000486, 'n_2': 1.0668312410750218, 'alpha_1': 0.17711835644956866}
ENSG00000224655.5	ENSG00000236920.2	LINC01823	AL590727.1	ENSG00000136883.12	KIF12	Dual_Activation	-1364.4962064348806	-32.75723881995032	{'K_1': 0.08170502051939205, 'K_2': 0.031868975775288154, 'n_1': 2.2455958788820096, 'n_2': 1.6451170893411713, 'alpha_1': 0.18005508669075554, 'alpha_2': 0.12127294210034578, 'alpha_3': 0.10884056546328666, 'alpha_4': 0.0016945006949867297}
ENSG00000224655.5	ENSG00000267283.1	LINC01823	AC005306.1	ENSG00000136883.12	KIF12	OR	-1383.0310112396178	-24.378466740536396	{'K_1': 0.22826600645448825, 'K_2': 0.027357956452318945, 'n_1': 1.1909129678758794, 'n_2': 3.9784095980089096, 'alpha_1': 0.3150082248127435, 'alpha_2': 0.3150082248127435, 'alpha_3': 0.08717924617474691}
ENSG00000224655.5	ENSG00000170967.4	LINC01823	DDI1	ENSG00000136883.12	KIF12	AND	-1191.6547744892675	-23.392709909431005	{'K_1': 0.014368699621607233, 'K_2': 0.012791161606215105, 'n_1': 1.2848431385683583, 'n_2': 1.0318120744338564, 'alpha_1': 0.14073685138480424}
ENSG00000224655.5	ENSG00000125531.6	LINC01823	FNDC11	ENSG00000136883.12	KIF12	OR	-1169.403096016456	-27.425000811300606	{'K_1': 0.17889695964101326, 'K_2': 0.09243401653864694, 'n_1': 1.1630361339223205, 'n_2': 0.9767044337110455, 'alpha_1': 0.18025145721380315, 'alpha_2': 0.1534570281484042, 'alpha_3': 0.18025145721380317}
ENSG00000224655.5	ENSG00000188886.3	LINC01823	ASTL	ENSG00000136883.12	KIF12	AND	-1161.1767901060705	-69.34619401910777	{'K_1': 0.008088766653841289, 'K_2': 0.006199208137484953, 'n_1': 1.281449556890419, 'n_2': 1.0023151691474064, 'alpha_1': 0.1211745781570941}
ENSG00000224655.5	ENSG00000242888.1	LINC01823	AL133368.1	ENSG00000136883.12	KIF12	OR	-1166.529826515713	-82.035130428932	{'K_1': 0.14692448209241593, 'K_2': 0.025391021115421762, 'n_1': 0.5520056529285878, 'n_2': 2.22982672749559, 'alpha_1': 0.20091057408683677, 'alpha_2': 0.11056946809412983, 'alpha_3': 0.046416830947607915}
ENSG00000224655.5	ENSG00000252351.1	LINC01823	RNU6ATAC12P	ENSG00000136883.12	KIF12	OR	-1341.610666555805	-26.77368490982144	{'K_1': 0.1447851630121822, 'K_2': 0.040216703711014413, 'n_1': 1.172507774999856, 'n_2': 1.0002274607738721, 'alpha_1': 0.3454742622958877, 'alpha_2': 0.1335775490690342, 'alpha_3': 0.11011994918821691}
ENSG00000224655.5	ENSG00000158055.15	LINC01823	GRHL3	ENSG00000136883.12	KIF12	AND	-1135.2932180208088	-79.92990677699981	{'K_1': 0.0010522285378851688, 'K_2': 0.0011804198856633467, 'n_1': 1.2524583578512998, 'n_2': 1.045179000941764, 'alpha_1': 0.09007790065864313}
ENSG00000224655.5	ENSG00000230736.2	LINC01823	AL021937.1	ENSG00000136883.12	KIF12	Dual_Activation	-1213.0301700986504	-31.061489532949054	{'K_1': 0.09176158059793209, 'K_2': 0.04143004214373462, 'n_1': 1.4141542930959858, 'n_2': 1.1339045312596852, 'alpha_1': 0.13914138259270906, 'alpha_2': 0.13589156640713157, 'alpha_3': 0.13914138259270908, 'alpha_4': -3.032215985547799e-18}
ENSG00000224655.5	ENSG00000207653.1	LINC01823	MIR558	ENSG00000136883.12	KIF12	OR	-1111.5288085313243	-4.055033759347225	{'K_1': 0.046066715198375116, 'K_2': 0.02323949933896463, 'n_1': 0.72301997273753, 'n_2': 0.8268609549452607, 'alpha_1': 0.1659266820947064, 'alpha_2': 0.16592668209470643, 'alpha_3': 1.9078465771032512e-17}
ENSG00000224655.5	ENSG00000253983.2	LINC01823	AC087627.1	ENSG00000136883.12	KIF12	AND	-1142.7823177456494	-52.46564504258822	{'K_1': 0.016693095688695266, 'K_2': 0.00012991312459093132, 'n_1': 1.028751181321467, 'n_2': 1.2464689580258062, 'alpha_1': 0.11712554024259755}
ENSG00000224655.5	ENSG00000274403.1	LINC01823	AC090510.2	ENSG00000136883.12	KIF12	Dual_Activation	-1164.9429636824113	-96.50305624785483	{'K_1': 0.019611717665433657, 'K_2': 0.027639678359843257, 'n_1': 17.077316728830205, 'n_2': 3.149212224340969, 'alpha_1': 0.09001756212714433, 'alpha_2': 0.09001756212714439, 'alpha_3': 0.006130004235469418, 'alpha_4': 0.0017782336176082102}
ENSG00000224655.5	ENSG00000111181.12	LINC01823	SLC6A12	ENSG00000136883.12	KIF12	OR	-1142.1824333485106	-35.16054455659719	{'K_1': 0.01620626395895405, 'K_2': 7.977094093090075e-06, 'n_1': 1.3351528518571842, 'n_2': 1.4188397241309694, 'alpha_1': 0.11016412971329811, 'alpha_2': 0.10406914597723452, 'alpha_3': 0.005912277526843636}
ENSG00000224655.5	ENSG00000187566.4	LINC01823	NHLRC1	ENSG00000136883.12	KIF12	Dual_Activation	-1214.125395560281	-112.38627087940381	{'K_1': 0.6913263621329555, 'K_2': 0.026436835932172602, 'n_1': 0.32211551819664025, 'n_2': 3.613299697743629, 'alpha_1': 0.2781779574428937, 'alpha_2': 0.002155077638576401, 'alpha_3': 0.02176703992435356, 'alpha_4': 1.480401917046177e-17}
ENSG00000224655.5	ENSG00000207198.1	LINC01823	RNU6-1195P	ENSG00000136883.12	KIF12	AND	-1131.2068660670395	-60.15213484664082	{'K_1': 0.013671527678123803, 'K_2': 0.0011172114248997683, 'n_1': 1.302107977885951, 'n_2': 0.9931019833388436, 'alpha_1': 0.1067635211307988}
ENSG00000224655.5	ENSG00000265871.1	LINC01823	MIR3174	ENSG00000136883.12	KIF12	OR	-1193.4592615304498	-7.8367922644231385	{'K_1': 0.1509523292359346, 'K_2': 0.0050854639930707065, 'n_1': 0.4709090398909349, 'n_2': 0.6526691705733041, 'alpha_1': 0.3006100392883891, 'alpha_2': 0.010368522830740079, 'alpha_3': 0.016125652812160912}
ENSG00000224655.5	ENSG00000251720.1	LINC01823	RNU7-123P	ENSG00000136883.12	KIF12	Dual_Activation	-1265.5860415124516	-111.98663928089354	{'K_1': 0.17104984239437176, 'K_2': 5.774828369989895, 'n_1': 0.6167490472308594, 'n_2': 0.4193224277627663, 'alpha_1': 1.9900018494070024, 'alpha_2': 0.0640693557982126, 'alpha_3': 0.22073294842893684, 'alpha_4': 6.01975967924253e-19}
ENSG00000224655.5	ENSG00000253073.1	LINC01823	RN7SKP295	ENSG00000136883.12	KIF12	OR	-1169.873435827401	-26.09959536655947	{'K_1': 0.06970708630429605, 'K_2': 0.002839713886749992, 'n_1': 1.1370823304739976, 'n_2': 0.9144524128139613, 'alpha_1': 0.1444343970280016, 'alpha_2': 0.11462757401915867, 'alpha_3': 0.07030354367122674}
ENSG00000224655.5	ENSG00000275017.1	LINC01823	AL353748.2	ENSG00000136883.12	KIF12	OR	-1436.9191583854042	-193.71429510950315	{'K_1': 0.4287934168517543, 'K_2': 0.3684917220577997, 'n_1': 0.6998369547343242, 'n_2': 0.8585924284526582, 'alpha_1': 2.041764870316191, 'alpha_2': 0.22701202209036464, 'alpha_3': 0.13261167172383237}
ENSG00000224655.5	ENSG00000147889.16	LINC01823	CDKN2A	ENSG00000136883.12	KIF12	OR	-1179.5663845236572	-52.2484312296267	{'K_1': 0.10166604054445148, 'K_2': 0.12744340999558984, 'n_1': 1.0762517726012477, 'n_2': 0.6589307526459615, 'alpha_1': 0.21249506094373663, 'alpha_2': 0.15201312731471875, 'alpha_3': 0.21249506094373663}
ENSG00000224655.5	ENSG00000235513.1	LINC01823	L3MBTL2-AS1	ENSG00000136883.12	KIF12	OR	-1157.6265564243456	-88.81496398096647	{'K_1': 0.0028485894733300825, 'K_2': 0.010995500837613472, 'n_1': 0.6839707535330315, 'n_2': 2.0043337448238767, 'alpha_1': 0.10201361198801588, 'alpha_2': -0.09216050114306888, 'alpha_3': 0.03229595232258967}
ENSG00000224655.5	ENSG00000240733.3	LINC01823	RN7SL502P	ENSG00000136883.12	KIF12	OR	-1223.0101786881694	-1.7561060154450843	{'K_1': 0.007072271314654154, 'K_2': 0.9857988513753784, 'n_1': 1.0487789826869869, 'n_2': 0.6038181496977492, 'alpha_1': 0.7760382660778139, 'alpha_2': -0.015469292906076917, 'alpha_3': 0.7186446024337357}
ENSG00000224655.5	ENSG00000220920.1	LINC01823	AL023807.1	ENSG00000136883.12	KIF12	AND	-1175.3933120511463	-50.90959294067693	{'K_1': 0.005611173090704925, 'K_2': 0.011984882165113923, 'n_1': 1.0746513072884767, 'n_2': 1.2292006540370752, 'alpha_1': 0.11212540077976597}
ENSG00000224655.5	ENSG00000235221.1	LINC01823	LINC00383	ENSG00000136883.12	KIF12	Dual_Activation	-1360.6015406622855	-14.930391002781107	{'K_1': 0.029008093612577415, 'K_2': 0.06489930787670473, 'n_1': 1.7565956419563535, 'n_2': 1.6115759922546071, 'alpha_1': 0.26737666461824056, 'alpha_2': 0.07338048284279725, 'alpha_3': 0.1319359896126028, 'alpha_4': 0.001241844223418324}
ENSG00000224655.5	ENSG00000237530.1	LINC01823	AL136140.1	ENSG00000136883.12	KIF12	OR	-1157.0696196418223	-86.22205794547153	{'K_1': 0.010499178989016028, 'K_2': 0.007101233076822939, 'n_1': 0.5068321686196752, 'n_2': 4.666921791069411, 'alpha_1': 0.11339168147553048, 'alpha_2': 0.040707856370607746, 'alpha_3': 0.032284079054906295}
ENSG00000224655.5	ENSG00000258521.1	LINC01823	AL157871.2	ENSG00000136883.12	KIF12	AND	-1187.689872187411	-102.87944824047463	{'K_1': 0.005457271926500449, 'K_2': 0.004286056842098027, 'n_1': 1.2636568345056647, 'n_2': 1.0154950866976993, 'alpha_1': 0.11730269750896655}
ENSG00000224655.5	ENSG00000100095.18	LINC01823	SEZ6L	ENSG00000136883.12	KIF12	Dual_Activation	-1149.8333496565012	-89.07764350138382	{'K_1': 0.02543131343875987, 'K_2': 0.0010201461918879597, 'n_1': 1.280865282611789, 'n_2': 0.8551644754497237, 'alpha_1': 0.12575712574793732, 'alpha_2': 0.0783781171637754, 'alpha_3': 0.027636946171238963, 'alpha_4': 0.0003416564645615741}
ENSG00000224655.5	ENSG00000242079.1	LINC01823	RN7SL318P	ENSG00000136883.12	KIF12	OR	-1143.6809914066469	-78.71631884703402	{'K_1': 0.0013151260931844751, 'K_2': 0.0035169219565114665, 'n_1': 1.3139133424884981, 'n_2': 1.1471946216092546, 'alpha_1': 0.10634780889316965, 'alpha_2': -0.22637733028740462, 'alpha_3': 0.07042863956303239}
ENSG00000224655.5	ENSG00000117020.16	LINC01823	AKT3	ENSG00000136883.12	KIF12	Dual_Activation	-1209.6314085274223	-61.622741224523	{'K_1': 0.03719216770424121, 'K_2': 0.027622308504102046, 'n_1': 1.6264824151702917, 'n_2': 0.9128773062239157, 'alpha_1': 0.13665201975778266, 'alpha_2': 0.08043714776571273, 'alpha_3': 0.13665201975778266, 'alpha_4': 0.00045677207382321705}
ENSG00000224655.5	ENSG00000238367.1	LINC01823	MIR2113	ENSG00000136883.12	KIF12	Dual_Activation	-1189.5593947882612	-11.098166552081011	{'K_1': 0.023636860764237117, 'K_2': 0.057098177863436905, 'n_1': 1.2684644459454881, 'n_2': 1.0133000965674008, 'alpha_1': 0.1849223793788014, 'alpha_2': 0.07690523212608831, 'alpha_3': 0.08115773696991176, 'alpha_4': 0.00027361195897043273}
ENSG00000224655.5	ENSG00000239197.1	LINC01823	AC090985.1	ENSG00000136883.12	KIF12	Dual_Activation	-1181.2385297977576	-32.72639089236304	{'K_1': 0.03306170605615946, 'K_2': 0.029468686137438947, 'n_1': 1.5599889324015488, 'n_2': 0.803721117446775, 'alpha_1': 0.13267562802704355, 'alpha_2': 0.08212294035814197, 'alpha_3': 0.1281913524478763, 'alpha_4': 0.0002923588070657634}
ENSG00000224655.5	ENSG00000242252.1	LINC01823	BGLAP	ENSG00000136883.12	KIF12	Dual_Activation	-1203.641831716023	-97.91812943149762	{'K_1': 0.010402866843014589, 'K_2': 0.058438006030375335, 'n_1': 1.5555347317829655, 'n_2': 0.39120921126652125, 'alpha_1': 0.21742495696433145, 'alpha_2': 9.442571394363032e-05, 'alpha_3': 0.024316895214344728, 'alpha_4': -5.574046952312438e-20}
ENSG00000224655.5	ENSG00000276547.1	LINC01823	PCDHGB5	ENSG00000136883.12	KIF12	Dual_Activation	-1375.4614741500925	-29.11572140724661	{'K_1': 0.06103686267731199, 'K_2': 0.09264745818243282, 'n_1': 1.3717723564235658, 'n_2': 1.1890351954363103, 'alpha_1': 0.2287001658312924, 'alpha_2': 0.10256714928911737, 'alpha_3': 0.13631239462816339, 'alpha_4': 0.001185558217561985}
ENSG00000224655.5	ENSG00000233044.1	LINC01823	AL049820.1	ENSG00000136883.12	KIF12	AND	-1130.6102271516263	-70.96207846115635	{'K_1': 0.013067883521861008, 'K_2': 0.0013854586120643875, 'n_1': 1.2760224834386644, 'n_2': 1.0224700142007062, 'alpha_1': 0.10703656187183112}
ENSG00000224655.5	ENSG00000170925.3	LINC01823	TEX13B	ENSG00000136883.12	KIF12	AND	-1136.0498539408231	-67.09731251421272	{'K_1': 0.0008332569145334695, 'K_2': 0.010815069304143034, 'n_1': 1.0030367602683232, 'n_2': 1.2603434461679228, 'alpha_1': 0.09636561773915711}
ENSG00000266952.1	ENSG00000235910.1	LINC01538	APOA1-AS	ENSG00000136883.12	KIF12	OR	-1300.5850249235734	-107.31284347331507	{'K_1': 0.16566217341352685, 'K_2': 0.08912094759527829, 'n_1': 1.0642118183255063, 'n_2': 0.6849854809700624, 'alpha_1': 0.2114655450299578, 'alpha_2': 0.2114655450299578, 'alpha_3': 0.12186143712357207}
ENSG00000266952.1	ENSG00000141431.9	LINC01538	ASXL3	ENSG00000136883.12	KIF12	OR	-1246.6443010426933	-71.35040079097053	{'K_1': 0.13928836648503495, 'K_2': 0.36914875161888655, 'n_1': 1.266019848388918, 'n_2': 0.2631159110682222, 'alpha_1': 0.22454555150905078, 'alpha_2': 0.22454555150905078, 'alpha_3': 0.11025451425120318}
ENSG00000266952.1	ENSG00000144214.9	LINC01538	LYG1	ENSG00000136883.12	KIF12	Dual_Activation	-1337.5076790735275	-158.47217186188254	{'K_1': 1.6549340793281393, 'K_2': 0.012134220347394814, 'n_1': 0.7215462807256353, 'n_2': 4.9026331968281225, 'alpha_1': 0.6426652782848136, 'alpha_2': 0.5027566813571493, 'alpha_3': 0.0497404838544222, 'alpha_4': 9.135963746031978e-05}
ENSG00000266952.1	ENSG00000252081.1	LINC01538	RNU6-277P	ENSG00000136883.12	KIF12	Dual_Activation	-1360.0193737078293	-71.35518453195982	{'K_1': 0.03926161824942094, 'K_2': 0.0378835935403521, 'n_1': 1.3806786707202388, 'n_2': 0.9404141627393735, 'alpha_1': 0.15382823026068032, 'alpha_2': 0.08213413277398585, 'alpha_3': 0.09070550646747241, 'alpha_4': 1.6962500126115362e-19}
ENSG00000266952.1	ENSG00000255334.1	LINC01538	AP000907.2	ENSG00000136883.12	KIF12	OR	-1272.9166737677394	-41.243784982203806	{'K_1': 0.1424480544458781, 'K_2': 0.10248659108122825, 'n_1': 1.077262668093274, 'n_2': 0.7891453567462093, 'alpha_1': 0.19645377021519356, 'alpha_2': 0.17532635378904804, 'alpha_3': 0.19645377021519356}
ENSG00000266952.1	ENSG00000280887.1	LINC01538	ENSG00000280887	ENSG00000136883.12	KIF12	OR	-1269.7565416373784	-47.595859713130494	{'K_1': 0.5087603065778682, 'K_2': 0.09998837642746351, 'n_1': 0.9483696158343433, 'n_2': 0.6476733654235555, 'alpha_1': 0.36597686583116545, 'alpha_2': 0.36597686583116545, 'alpha_3': 0.19275808537943667}
ENSG00000266952.1	ENSG00000231804.1	LINC01538	AL353748.1	ENSG00000136883.12	KIF12	OR	-1263.0336543895596	-32.30789104750056	{'K_1': 0.3104451432538073, 'K_2': 0.05740195248631364, 'n_1': 0.9371870568128927, 'n_2': 1.126537421975253, 'alpha_1': 0.3061501658947998, 'alpha_2': 0.3061501658947998, 'alpha_3': 0.07804555156566838}
ENSG00000266952.1	ENSG00000250686.2	LINC01538	KHDRBS2-OT1	ENSG00000136883.12	KIF12	Dual_Activation	-1306.553246176939	-120.58625000439338	{'K_1': 0.11242017442334977, 'K_2': 0.019613830900624088, 'n_1': 1.777338574508608, 'n_2': 1.8022908015597399, 'alpha_1': 0.27761046540707485, 'alpha_2': 0.03146339383181298, 'alpha_3': 0.06637922529137584, 'alpha_4': 0.0013097066066849671}
ENSG00000266952.1	ENSG00000223884.5	LINC01538	AC068481.1	ENSG00000136883.12	KIF12	Dual_Activation	-1293.3667310403587	-67.46742296441585	{'K_1': 0.033900908232854195, 'K_2': 0.050755417997059044, 'n_1': 1.132830851264876, 'n_2': 1.0571710748219634, 'alpha_1': 0.16351269507617558, 'alpha_2': 1.7406561228773206e-17, 'alpha_3': 0.08277848459025104, 'alpha_4': -1.0885106122388695e-18}
ENSG00000266952.1	ENSG00000237971.1	LINC01538	AL445523.1	ENSG00000136883.12	KIF12	OR	-1209.0806280350412	-58.42011385704768	{'K_1': 0.3920954376481407, 'K_2': 0.035945909442010114, 'n_1': 1.0035262653583503, 'n_2': 0.8806690656822467, 'alpha_1': 0.4172360092759765, 'alpha_2': 0.4172360092759764, 'alpha_3': 0.07551172691913878}
