id_inducer_1	id_inducer_2	symbol_inducer_1	symbol_inducer_2	id_reporter	symbol_reporter	specs	AIC	Delta_AIC	theta
ENSG00000141431.9	ENSG00000235910.1	ASXL3	APOA1-AS	ENSG00000136883.12	KIF12	Dual_Activation	-1121.4214722157158	-155.2936416309709	{'K_1': 0.003773928013635261, 'K_2': 0.012727453147430122, 'n_1': 1.8216498974767112, 'n_2': 8.56931279979298, 'alpha_1': 0.10164034976128421, 'alpha_2': 0.014542868024240853, 'alpha_3': 0.1016403497612842, 'alpha_4': 0.0014125030600759063}
ENSG00000144214.9	ENSG00000235910.1	LYG1	APOA1-AS	ENSG00000136883.12	KIF12	AND	-1144.2237748271602	-134.73950655647502	{'K_1': 0.0033288889030309156, 'K_2': 0.0037588660758356963, 'n_1': 1.2550369482985977, 'n_2': 1.0148494161516213, 'alpha_1': 0.10819138170186653}
ENSG00000144214.9	ENSG00000141431.9	LYG1	ASXL3	ENSG00000136883.12	KIF12	AND	-1085.5982843517938	-117.66969495361161	{'K_1': 0.0015384355520076767, 'K_2': 2.8475451389513967e-05, 'n_1': 0.6976575416535274, 'n_2': 1.344518211715942, 'alpha_1': 0.09621099960209946}
ENSG00000252081.1	ENSG00000235910.1	RNU6-277P	APOA1-AS	ENSG00000136883.12	KIF12	Dual_Activation	-1138.3681286431586	-160.82934361994876	{'K_1': 0.019557096278055318, 'K_2': 0.013385760241814095, 'n_1': 0.5014648730382331, 'n_2': 12.411069112675174, 'alpha_1': 0.10070320952910887, 'alpha_2': 0.05993913493146003, 'alpha_3': 0.100703209529109, 'alpha_4': 4.406647397764667e-18}
ENSG00000252081.1	ENSG00000141431.9	RNU6-277P	ASXL3	ENSG00000136883.12	KIF12	AND	-1050.899669901591	-86.59528642466842	{'K_1': 0.001456448306880001, 'K_2': 4.146886719501521e-05, 'n_1': 1.1915937340544276, 'n_2': 1.2090810168244979, 'alpha_1': 0.09319837663576122}
ENSG00000252081.1	ENSG00000144214.9	RNU6-277P	LYG1	ENSG00000136883.12	KIF12	Dual_Activation	-1135.1319254611674	-116.88179018755977	{'K_1': 6.707036245320872e-05, 'K_2': 0.0067280735430213165, 'n_1': 1.1480731013470789, 'n_2': 1.2373339530383525, 'alpha_1': 0.1040525747739558, 'alpha_2': 0.007940368409220497, 'alpha_3': 0.02081463880576327, 'alpha_4': -3.1868994829732777e-18}
ENSG00000255334.1	ENSG00000235910.1	AP000907.2	APOA1-AS	ENSG00000136883.12	KIF12	AND	-1105.175219223242	-86.27546975683208	{'K_1': 0.00013671605294036772, 'K_2': 0.007012318279957123, 'n_1': 0.9949505164469787, 'n_2': 1.2738106666393911, 'alpha_1': 0.10427281909253558}
ENSG00000255334.1	ENSG00000141431.9	AP000907.2	ASXL3	ENSG00000136883.12	KIF12	AND	-1069.228399515673	-43.80732620965932	{'K_1': 0.0015534506299797394, 'K_2': 4.4141252373223065e-05, 'n_1': 1.0123296018502217, 'n_2': 1.2609517737364753, 'alpha_1': 0.0995588722532069}
ENSG00000255334.1	ENSG00000144214.9	AP000907.2	LYG1	ENSG00000136883.12	KIF12	AND	-1163.5844027115527	-117.17992878974383	{'K_1': 0.0006467696835090206, 'K_2': 0.004318658969991997, 'n_1': 1.0042246557350478, 'n_2': 1.2514412958782655, 'alpha_1': 0.10650793795056623}
ENSG00000255334.1	ENSG00000252081.1	AP000907.2	RNU6-277P	ENSG00000136883.12	KIF12	OR	-1089.400533886988	-58.46344178508025	{'K_1': 0.0024035211768577594, 'K_2': 0.0020056958568287126, 'n_1': 0.9291748803917518, 'n_2': 1.1732646612630446, 'alpha_1': 0.09772037376180165, 'alpha_2': 0.03786183536887029, 'alpha_3': 0.02408771168424914}
ENSG00000280887.1	ENSG00000235910.1	ENSG00000280887	APOA1-AS	ENSG00000136883.12	KIF12	AND	-1105.2825744473141	-87.28114336863314	{'K_1': 0.0001775573369926251, 'K_2': 0.006919462537805202, 'n_1': 0.9967707048294447, 'n_2': 1.276652835759351, 'alpha_1': 0.1052340890971354}
ENSG00000280887.1	ENSG00000141431.9	ENSG00000280887	ASXL3	ENSG00000136883.12	KIF12	AND	-1072.9212716277611	-94.30935532007334	{'K_1': 0.0028011245937233616, 'K_2': 5.631756928046066e-05, 'n_1': 1.0070867962194343, 'n_2': 1.2580255385091872, 'alpha_1': 0.10500316757384316}
ENSG00000280887.1	ENSG00000144214.9	ENSG00000280887	LYG1	ENSG00000136883.12	KIF12	AND	-1163.389969741521	-117.03023274490442	{'K_1': 0.00017373067943947008, 'K_2': 0.0044563475701183885, 'n_1': 0.9936923105496152, 'n_2': 1.2593603615531517, 'alpha_1': 0.10399812829604943}
ENSG00000280887.1	ENSG00000252081.1	ENSG00000280887	RNU6-277P	ENSG00000136883.12	KIF12	AND	-1089.676757510983	-62.41189757621646	{'K_1': 0.0032808811556020636, 'K_2': 5.3673426211056966e-05, 'n_1': 1.0070880744811828, 'n_2': 1.260088258831689, 'alpha_1': 0.10238359482448067}
ENSG00000280887.1	ENSG00000255334.1	ENSG00000280887	AP000907.2	ENSG00000136883.12	KIF12	AND	-1153.6081801822709	-24.27255243750642	{'K_1': 0.011591157668023192, 'K_2': 0.0006941170845078482, 'n_1': 0.7799407836291338, 'n_2': 1.2769998165874807, 'alpha_1': 0.1430685193185429}
ENSG00000231804.1	ENSG00000235910.1	AL353748.1	APOA1-AS	ENSG00000136883.12	KIF12	AND	-1127.8840104435194	-149.7682618719997	{'K_1': 0.000475483162022619, 'K_2': 0.01244668444211187, 'n_1': 2.3519641639995905, 'n_2': 7.855437484088632, 'alpha_1': 0.10305290777105415}
ENSG00000231804.1	ENSG00000141431.9	AL353748.1	ASXL3	ENSG00000136883.12	KIF12	AND	-1067.8632339930223	-98.21779560675611	{'K_1': 0.0037537080555234553, 'K_2': 2.3119802858379323e-05, 'n_1': 1.259054144067381, 'n_2': 1.0037702856893131, 'alpha_1': 0.09422639066699397}
ENSG00000231804.1	ENSG00000144214.9	AL353748.1	LYG1	ENSG00000136883.12	KIF12	AND	-1150.9492643042954	-130.5003594386376	{'K_1': 0.001870092700642126, 'K_2': 0.004523675870272302, 'n_1': 1.2675713764062952, 'n_2': 1.0159865368032026, 'alpha_1': 0.11007456637018426}
ENSG00000231804.1	ENSG00000252081.1	AL353748.1	RNU6-277P	ENSG00000136883.12	KIF12	AND	-1061.8218612452542	-99.02555828928496	{'K_1': 0.002233070654831272, 'K_2': 0.0014292995551374388, 'n_1': 1.2598602456813104, 'n_2': 1.0073950959938307, 'alpha_1': 0.09772983237934468}
ENSG00000231804.1	ENSG00000255334.1	AL353748.1	AP000907.2	ENSG00000136883.12	KIF12	AND	-1073.6985268229796	-44.87556515982715	{'K_1': 8.578645300464673e-06, 'K_2': 0.003384874827947345, 'n_1': 1.2560469997582728, 'n_2': 1.0129868624044551, 'alpha_1': 0.10189235130474818}
ENSG00000231804.1	ENSG00000280887.1	AL353748.1	ENSG00000280887	ENSG00000136883.12	KIF12	AND	-1066.2564962226193	-97.04705653406324	{'K_1': 0.00010390525099404264, 'K_2': 0.002906351748315581, 'n_1': 1.2533673116388335, 'n_2': 1.0152585233816787, 'alpha_1': 0.10410550035771729}
ENSG00000250686.2	ENSG00000235910.1	KHDRBS2-OT1	APOA1-AS	ENSG00000136883.12	KIF12	OR	-1152.8379621050638	-40.28352671845005	{'K_1': 0.037342755369585284, 'K_2': 0.031329403157117096, 'n_1': 1.3020022126700743, 'n_2': 1.3028130998037208, 'alpha_1': 0.11144759191061285, 'alpha_2': 0.11144759191061286, 'alpha_3': 0.11144759191061283}
ENSG00000250686.2	ENSG00000141431.9	KHDRBS2-OT1	ASXL3	ENSG00000136883.12	KIF12	Dual_Activation	-1139.9247453795203	-40.22275561524839	{'K_1': 0.02046946123081483, 'K_2': 0.11252681158930015, 'n_1': 3.020127690501805, 'n_2': 1.198184719502957, 'alpha_1': 0.1054685594983124, 'alpha_2': 0.10546855949831217, 'alpha_3': 0.1054685594983092, 'alpha_4': 0.0007318086128165179}
ENSG00000250686.2	ENSG00000252081.1	KHDRBS2-OT1	RNU6-277P	ENSG00000136883.12	KIF12	Dual_Activation	-1148.4613868255356	-98.45515528730562	{'K_1': 0.07337519000322275, 'K_2': 0.053499659266410614, 'n_1': 0.7233282106336169, 'n_2': 0.9803376391594169, 'alpha_1': 0.12986257497145234, 'alpha_2': 0.12986257497145234, 'alpha_3': 0.12986257497145234, 'alpha_4': 8.675170853605618e-20}
ENSG00000250686.2	ENSG00000255334.1	KHDRBS2-OT1	AP000907.2	ENSG00000136883.12	KIF12	Dual_Activation	-1157.814357329629	-20.78708743658558	{'K_1': 0.009901614184471507, 'K_2': 0.018707669131737294, 'n_1': 1.1649496408052813, 'n_2': 1.1483078188239075, 'alpha_1': 0.12564603574916267, 'alpha_2': 0.031620010305094814, 'alpha_3': 0.12564603574916267, 'alpha_4': 0.0006279979879811072}
ENSG00000250686.2	ENSG00000280887.1	KHDRBS2-OT1	ENSG00000280887	ENSG00000136883.12	KIF12	Dual_Activation	-1157.2754885351728	-19.62672870396932	{'K_1': 0.03189094248657562, 'K_2': 0.03560882004513535, 'n_1': 1.1358527536143328, 'n_2': 1.0115411170907938, 'alpha_1': 0.175206061722722, 'alpha_2': 0.059209785005843084, 'alpha_3': 0.17520606172272196, 'alpha_4': 0.0011980013298832665}
ENSG00000250686.2	ENSG00000231804.1	KHDRBS2-OT1	AL353748.1	ENSG00000136883.12	KIF12	Dual_Activation	-1150.9901166924344	-92.14025707003998	{'K_1': 0.020899615776635422, 'K_2': 0.032741909036921285, 'n_1': 3.7534357060472314, 'n_2': 2.440047751308571, 'alpha_1': 0.09564200574504034, 'alpha_2': 0.09564200574504024, 'alpha_3': 0.09564200574504025, 'alpha_4': 0.0008487897845813646}
ENSG00000223884.5	ENSG00000235910.1	AC068481.1	APOA1-AS	ENSG00000136883.12	KIF12	AND	-1265.7549512458845	-87.53833034541026	{'K_1': 0.0843374510604933, 'K_2': 0.0005320209383486767, 'n_1': 1.3560154851259107, 'n_2': 1.0473363082590736, 'alpha_1': 0.1562565434674014}
ENSG00000223884.5	ENSG00000144214.9	AC068481.1	LYG1	ENSG00000136883.12	KIF12	Dual_Activation	-1293.0975829893046	-72.548135203926	{'K_1': 0.09885323442759199, 'K_2': 0.015646117686171038, 'n_1': 1.9159397203621584, 'n_2': 1.8298772294176326, 'alpha_1': 0.14637893062802826, 'alpha_2': 0.14637893062802804, 'alpha_3': 0.02616921481817269, 'alpha_4': 7.2758719337459605e-06}
ENSG00000223884.5	ENSG00000252081.1	AC068481.1	RNU6-277P	ENSG00000136883.12	KIF12	AND	-1277.25410118479	-65.70451115740138	{'K_1': 0.08633963983452526, 'K_2': 1.2219917552632922e-05, 'n_1': 1.4854067191606468, 'n_2': 1.006142653590945, 'alpha_1': 0.1549555668503476}
ENSG00000223884.5	ENSG00000280887.1	AC068481.1	ENSG00000280887	ENSG00000136883.12	KIF12	OR	-1266.2094287997656	-59.47142860106737	{'K_1': 0.06936593850923317, 'K_2': 1.453839535758144e-05, 'n_1': 3.3310040174300672, 'n_2': 0.47276138493115905, 'alpha_1': 0.116095120645009, 'alpha_2': 0.04047377856666917, 'alpha_3': 0.005807677965123452}
ENSG00000223884.5	ENSG00000231804.1	AC068481.1	AL353748.1	ENSG00000136883.12	KIF12	AND	-1229.6824471032073	-56.61033988894587	{'K_1': 0.048315171869018084, 'K_2': 1.9033978189085944e-05, 'n_1': 1.3073659749498718, 'n_2': 1.0164261042089247, 'alpha_1': 0.12642131175649185}
ENSG00000223884.5	ENSG00000250686.2	AC068481.1	KHDRBS2-OT1	ENSG00000136883.12	KIF12	Dual_Activation	-1290.2260504577853	-50.24760819115954	{'K_1': 0.08970696350475796, 'K_2': 0.007868704077353883, 'n_1': 1.3908318853406658, 'n_2': 2.4435156653084715, 'alpha_1': 0.15265863713643188, 'alpha_2': 0.13883049783098242, 'alpha_3': 0.0005263982627857483, 'alpha_4': 0.0005263982627857814}
ENSG00000237971.1	ENSG00000235910.1	AL445523.1	APOA1-AS	ENSG00000136883.12	KIF12	Dual_Activation	-1175.9343848068524	-15.355163968249371	{'K_1': 0.09020126621406223, 'K_2': 0.036633829557027854, 'n_1': 1.41472059706538, 'n_2': 0.9494653375360185, 'alpha_1': 0.13203902026545913, 'alpha_2': 0.10176118246220929, 'alpha_3': 0.1320390202654591, 'alpha_4': 2.939912623534162e-18}
ENSG00000237971.1	ENSG00000255334.1	AL445523.1	AP000907.2	ENSG00000136883.12	KIF12	Dual_Activation	-1157.6010122282107	-17.58238128540802	{'K_1': 0.0018689658348742715, 'K_2': 0.08108703394226044, 'n_1': 1.0882175361150674, 'n_2': 1.0463012637989875, 'alpha_1': 0.23927918598148298, 'alpha_2': 0.03279429601156449, 'alpha_3': 0.14668949936044684, 'alpha_4': -1.1001061218719585e-19}
ENSG00000237971.1	ENSG00000280887.1	AL445523.1	ENSG00000280887	ENSG00000136883.12	KIF12	Dual_Activation	-1159.1202982042498	-18.08614725846087	{'K_1': 0.003187151316738314, 'K_2': 0.028746855025207824, 'n_1': 1.8947913722408758, 'n_2': 1.2919703527085504, 'alpha_1': 0.15947903818013984, 'alpha_2': 0.03263861829960111, 'alpha_3': 0.056290601625145716, 'alpha_4': 3.667166934076915e-20}
ENSG00000237971.1	ENSG00000231804.1	AL445523.1	AL353748.1	ENSG00000136883.12	KIF12	AND	-1115.896978693106	-34.85123036589857	{'K_1': 0.0010320267451903774, 'K_2': 0.012719357415115465, 'n_1': 1.0233680620785728, 'n_2': 1.1809626434602365, 'alpha_1': 0.10389211830092097}
ENSG00000237971.1	ENSG00000250686.2	AL445523.1	KHDRBS2-OT1	ENSG00000136883.12	KIF12	OR	-1148.4126326528685	-172.23177705579963	{'K_1': 0.12286988455678823, 'K_2': 0.01781332212131274, 'n_1': 1.9898458924831692, 'n_2': 8.818784659954964, 'alpha_1': 0.09552791911960484, 'alpha_2': 0.06907495605346384, 'alpha_3': 0.09552791911960483}
ENSG00000237971.1	ENSG00000223884.5	AL445523.1	AC068481.1	ENSG00000136883.12	KIF12	AND	-1261.03344026297	-29.76436402506488	{'K_1': 4.332990605068619e-05, 'K_2': 0.06306426530366589, 'n_1': 1.0723964290920518, 'n_2': 1.50017910147103, 'alpha_1': 0.13292719809994152}
ENSG00000200537.1	ENSG00000235910.1	RNY4P6	APOA1-AS	ENSG00000136883.12	KIF12	Dual_Activation	-1345.0881554508926	-69.4502749808255	{'K_1': 0.26444428576492096, 'K_2': 0.009162561709178205, 'n_1': 0.794148489911732, 'n_2': 1.2743719371882984, 'alpha_1': 0.7283973511645897, 'alpha_2': 0.2652804725778564, 'alpha_3': 0.034931574297026285, 'alpha_4': -5.421010862427522e-20}
ENSG00000200537.1	ENSG00000141431.9	RNY4P6	ASXL3	ENSG00000136883.12	KIF12	OR	-1389.6718500705365	-57.59027454411944	{'K_1': 0.09763120467277145, 'K_2': 0.26871867508822317, 'n_1': 1.297936725259903, 'n_2': 0.5856601606633944, 'alpha_1': 0.5387466198764912, 'alpha_2': 0.5322243871386556, 'alpha_3': 0.11278427093863308}
ENSG00000200537.1	ENSG00000144214.9	RNY4P6	LYG1	ENSG00000136883.12	KIF12	OR	-1425.6406000377535	-245.50955873565658	{'K_1': 0.066196914514533, 'K_2': 0.06958315689538176, 'n_1': 0.9509086643067547, 'n_2': 1.129676535565313, 'alpha_1': 0.3194154298310767, 'alpha_2': 0.3194154298310767, 'alpha_3': 0.07158246249197081}
ENSG00000200537.1	ENSG00000252081.1	RNY4P6	RNU6-277P	ENSG00000136883.12	KIF12	OR	-1354.095417239722	-253.5255492332867	{'K_1': 0.06051352222541038, 'K_2': 0.057321661685735006, 'n_1': 1.2422464218682745, 'n_2': 1.1533811534524125, 'alpha_1': 0.3370124297871437, 'alpha_2': 0.3370124297871437, 'alpha_3': 0.09385455808198662}
ENSG00000200537.1	ENSG00000255334.1	RNY4P6	AP000907.2	ENSG00000136883.12	KIF12	Dual_Activation	-1312.1885084770265	-66.46905066048475	{'K_1': 0.04891371959945524, 'K_2': 0.030158737244675708, 'n_1': 1.0354575933867733, 'n_2': 1.2766756723101202, 'alpha_1': 0.30788836982709655, 'alpha_2': 0.2277541178815304, 'alpha_3': 0.06981273297587225, 'alpha_4': 0.0009452276358563566}
ENSG00000200537.1	ENSG00000280887.1	RNY4P6	ENSG00000280887	ENSG00000136883.12	KIF12	OR	-1306.8973765518826	-4.218455546260657	{'K_1': 0.04955104521260881, 'K_2': 0.03913839520991553, 'n_1': 1.0291745567423574, 'n_2': 1.200200059784695, 'alpha_1': 0.27160246942671545, 'alpha_2': 0.24422512690169632, 'alpha_3': 0.12030772563673385}
ENSG00000200537.1	ENSG00000231804.1	RNY4P6	AL353748.1	ENSG00000136883.12	KIF12	OR	-1313.2577331233374	-41.628210055828504	{'K_1': 0.1436024718158392, 'K_2': 0.023538760797630977, 'n_1': 0.9317317439745791, 'n_2': 1.1524434995743176, 'alpha_1': 0.6347991705880389, 'alpha_2': 0.37034918643474707, 'alpha_3': 0.037063797994811326}
ENSG00000200537.1	ENSG00000250686.2	RNY4P6	KHDRBS2-OT1	ENSG00000136883.12	KIF12	AND	-1237.859658351255	-40.878153685231155	{'K_1': 0.011609307917734495, 'K_2': 0.006744627809937743, 'n_1': 1.0488888294041911, 'n_2': 1.2668897749523271, 'alpha_1': 0.18228487281164812}
ENSG00000200537.1	ENSG00000223884.5	RNY4P6	AC068481.1	ENSG00000136883.12	KIF12	Dual_Activation	-1327.9001495951209	-62.751688659422825	{'K_1': 0.023732664762693177, 'K_2': 0.04911276062745244, 'n_1': 2.181032730516693, 'n_2': 1.510788986268913, 'alpha_1': 0.18800071645398506, 'alpha_2': 6.1161694347307e-18, 'alpha_3': 0.08389308377628546, 'alpha_4': -1.1722624450179114e-19}
ENSG00000200537.1	ENSG00000237971.1	RNY4P6	AL445523.1	ENSG00000136883.12	KIF12	OR	-1234.355787461961	-25.052960738972843	{'K_1': 0.015518777928658481, 'K_2': 0.00015161627844182776, 'n_1': 1.5727852903045243, 'n_2': 1.7346995781587777, 'alpha_1': 0.1619812395755552, 'alpha_2': 0.06339488706598076, 'alpha_3': 0.020034647913023694}
ENSG00000236920.2	ENSG00000235910.1	AL590727.1	APOA1-AS	ENSG00000136883.12	KIF12	AND	-1195.9102877586279	-159.4752451346567	{'K_1': 0.006963008601375528, 'K_2': 0.0035791116522128825, 'n_1': 1.0153920237684237, 'n_2': 1.265429739234906, 'alpha_1': 0.127908388209122}
ENSG00000236920.2	ENSG00000141431.9	AL590727.1	ASXL3	ENSG00000136883.12	KIF12	Dual_Activation	-1150.64589832034	-160.4110641345526	{'K_1': 0.012045513156801732, 'K_2': 0.012255124856526935, 'n_1': 1.6120670694276886, 'n_2': 1.9095176887314387, 'alpha_1': 0.11760850969986611, 'alpha_2': 0.11760850969986615, 'alpha_3': 0.027870948783334418, 'alpha_4': 0.001171059780443559}
ENSG00000236920.2	ENSG00000144214.9	AL590727.1	LYG1	ENSG00000136883.12	KIF12	OR	-1249.499507401582	-222.8518274227706	{'K_1': 0.019112088339427662, 'K_2': 0.019772167104073753, 'n_1': 6.844165151677648, 'n_2': 1.2307749278644158, 'alpha_1': 0.11266809549112505, 'alpha_2': 0.11266809549112511, 'alpha_3': 0.0822250869024953}
ENSG00000236920.2	ENSG00000252081.1	AL590727.1	RNU6-277P	ENSG00000136883.12	KIF12	Dual_Activation	-1224.6532605783189	-169.154638383656	{'K_1': 0.014441140827303234, 'K_2': 0.006524566272873348, 'n_1': 1.6109226703920403, 'n_2': 1.7858059120887586, 'alpha_1': 0.12006017893211537, 'alpha_2': 0.12006017893211532, 'alpha_3': 0.03568931201155773, 'alpha_4': 0.0007797251985708777}
ENSG00000236920.2	ENSG00000255334.1	AL590727.1	AP000907.2	ENSG00000136883.12	KIF12	AND	-1214.7618057211757	-143.65729944957798	{'K_1': 0.007191267454495113, 'K_2': 0.0008414950552599575, 'n_1': 1.2681068491288794, 'n_2': 0.992368705622474, 'alpha_1': 0.12173213772321016}
ENSG00000236920.2	ENSG00000280887.1	AL590727.1	ENSG00000280887	ENSG00000136883.12	KIF12	Dual_Activation	-1219.5066656861602	-148.8044783410221	{'K_1': 0.014260219075294676, 'K_2': 0.007867298995890146, 'n_1': 1.8905254655335295, 'n_2': 3.6518914585020057, 'alpha_1': 0.11656671013270123, 'alpha_2': 0.11656671013270113, 'alpha_3': 0.04412888151739906, 'alpha_4': 0.0014427688024399653}
ENSG00000236920.2	ENSG00000231804.1	AL590727.1	AL353748.1	ENSG00000136883.12	KIF12	AND	-1191.7333648066524	-145.44738792837188	{'K_1': 0.009470073338679571, 'K_2': 0.0004851816458291359, 'n_1': 1.0481202344738385, 'n_2': 1.256033105877704, 'alpha_1': 0.12778226939025372}
ENSG00000236920.2	ENSG00000250686.2	AL590727.1	KHDRBS2-OT1	ENSG00000136883.12	KIF12	AND	-1311.661327045774	-40.27493960497918	{'K_1': 0.023360514461347237, 'K_2': 0.020144153662634626, 'n_1': 0.6781067765557096, 'n_2': 1.1443878281696551, 'alpha_1': 0.2539797605880147}
ENSG00000236920.2	ENSG00000223884.5	AL590727.1	AC068481.1	ENSG00000136883.12	KIF12	Dual_Activation	-1264.5102692985834	-34.6544161957072	{'K_1': 0.011946170735832451, 'K_2': 0.16597832319499498, 'n_1': 0.8282055921054654, 'n_2': 1.263413217398823, 'alpha_1': 0.19321410987261417, 'alpha_2': 0.037768749811718766, 'alpha_3': 0.18998286009284643, 'alpha_4': 4.2522296009458855e-21}
ENSG00000236920.2	ENSG00000237971.1	AL590727.1	AL445523.1	ENSG00000136883.12	KIF12	OR	-1300.851386866031	-68.27294562198904	{'K_1': 0.123447872070673, 'K_2': 0.107037831459551, 'n_1': 0.880883918694186, 'n_2': 1.1463111361358345, 'alpha_1': 0.5330386135689649, 'alpha_2': 0.17984314828532372, 'alpha_3': 0.10732209276651458}
ENSG00000236920.2	ENSG00000200537.1	AL590727.1	RNY4P6	ENSG00000136883.12	KIF12	OR	-1355.7286273881336	-75.89306251846347	{'K_1': 0.04258019121618014, 'K_2': 0.0497598465629761, 'n_1': 1.1486335327998822, 'n_2': 0.92352018827038, 'alpha_1': 0.2678817787076401, 'alpha_2': 0.06461400798622105, 'alpha_3': 0.2678817787076401}
ENSG00000254806.5	ENSG00000235910.1	SYS1-DBNDD2	APOA1-AS	ENSG00000136883.12	KIF12	Dual_Activation	-1230.250900798813	-137.06282393552033	{'K_1': 0.007484391667332214, 'K_2': 0.008398894370445094, 'n_1': 0.9089460262118776, 'n_2': 1.1769887277158595, 'alpha_1': 0.1401967591140551, 'alpha_2': 0.10953107927616115, 'alpha_3': 0.03427475986521981, 'alpha_4': -1.9218056919127192e-19}
ENSG00000254806.5	ENSG00000141431.9	SYS1-DBNDD2	ASXL3	ENSG00000136883.12	KIF12	Dual_Activation	-1212.770475571119	-179.76607765222047	{'K_1': 0.004042890144343407, 'K_2': 9.638521609761514e-07, 'n_1': 0.7382543960970892, 'n_2': 1.2746496995217251, 'alpha_1': 0.1333156961022386, 'alpha_2': 0.005691676498321171, 'alpha_3': 0.00850688940411391, 'alpha_4': -1.636307207368771e-19}
ENSG00000254806.5	ENSG00000144214.9	SYS1-DBNDD2	LYG1	ENSG00000136883.12	KIF12	Dual_Activation	-1297.7648845206118	-226.1487583631847	{'K_1': 0.011608832855660292, 'K_2': 0.010012365471655862, 'n_1': 1.4487291869193872, 'n_2': 1.6061418009455277, 'alpha_1': 0.13399314150152333, 'alpha_2': 0.13399314150152294, 'alpha_3': 0.05428797278360115, 'alpha_4': 0.00016302990418146925}
ENSG00000254806.5	ENSG00000252081.1	SYS1-DBNDD2	RNU6-277P	ENSG00000136883.12	KIF12	AND	-1245.7117970400773	-110.38664088304972	{'K_1': 0.004204454606171078, 'K_2': 0.0016829297175025583, 'n_1': 0.5055320330176898, 'n_2': 1.2827594593078164, 'alpha_1': 0.15330413172191415}
ENSG00000254806.5	ENSG00000255334.1	SYS1-DBNDD2	AP000907.2	ENSG00000136883.12	KIF12	AND	-1256.3874196429972	-142.92924048368377	{'K_1': 0.0033109507176902215, 'K_2': 0.0027904572407827996, 'n_1': 0.5415508963732306, 'n_2': 1.2386273000967682, 'alpha_1': 0.14626302236944771}
ENSG00000254806.5	ENSG00000280887.1	SYS1-DBNDD2	ENSG00000280887	ENSG00000136883.12	KIF12	AND	-1256.8344966526668	-152.25361882632683	{'K_1': 0.003653219911654334, 'K_2': 0.002291153956064023, 'n_1': 0.5162222793283594, 'n_2': 1.231888810676975, 'alpha_1': 0.1519360249885306}
ENSG00000254806.5	ENSG00000231804.1	SYS1-DBNDD2	AL353748.1	ENSG00000136883.12	KIF12	Dual_Activation	-1249.0377189393805	-141.09918676180632	{'K_1': 0.012310238582425203, 'K_2': 0.009962259693265883, 'n_1': 2.2627196778933003, 'n_2': 1.1706283683603291, 'alpha_1': 0.12821644102042326, 'alpha_2': 0.12821644102042326, 'alpha_3': 0.05715176248691377, 'alpha_4': 0.0005652461836035472}
ENSG00000254806.5	ENSG00000250686.2	SYS1-DBNDD2	KHDRBS2-OT1	ENSG00000136883.12	KIF12	AND	-1264.0419449238318	-148.61402902471082	{'K_1': 0.005201768653425983, 'K_2': 0.010330871674743575, 'n_1': 0.5626958799213012, 'n_2': 1.3368244950125923, 'alpha_1': 0.18048003058832573}
ENSG00000254806.5	ENSG00000223884.5	SYS1-DBNDD2	AC068481.1	ENSG00000136883.12	KIF12	OR	-1269.5486923389562	-111.2470303271773	{'K_1': 0.020888443040367268, 'K_2': 2.8170051605634994, 'n_1': 0.6587280182420888, 'n_2': 0.6823904861029735, 'alpha_1': 0.5943287697579122, 'alpha_2': 0.07544788498527431, 'alpha_3': 0.5943287697579122}
ENSG00000254806.5	ENSG00000237971.1	SYS1-DBNDD2	AL445523.1	ENSG00000136883.12	KIF12	OR	-1294.6204770130885	-65.17084257389774	{'K_1': 0.02437534625969531, 'K_2': 0.06119772668858728, 'n_1': 1.3869861014948184, 'n_2': 0.9770708439678086, 'alpha_1': 0.19120070525716626, 'alpha_2': 0.14966783692702795, 'alpha_3': 0.114448018656647}
ENSG00000254806.5	ENSG00000200537.1	SYS1-DBNDD2	RNY4P6	ENSG00000136883.12	KIF12	OR	-1265.8065176509463	-164.9225801914822	{'K_1': 0.014404379209680372, 'K_2': 0.028704502187165463, 'n_1': 1.0922924415856865, 'n_2': 0.8273718747912878, 'alpha_1': 0.17851215039201437, 'alpha_2': 0.08506846789587334, 'alpha_3': 0.16386703682701526}
ENSG00000254806.5	ENSG00000236920.2	SYS1-DBNDD2	AL590727.1	ENSG00000136883.12	KIF12	Dual_Activation	-1200.882026486263	-101.07724062943021	{'K_1': 0.014816206263438018, 'K_2': 0.005667805879931167, 'n_1': 0.9462896280502731, 'n_2': 1.149589989688193, 'alpha_1': 0.16433296099664615, 'alpha_2': 0.12727062585507132, 'alpha_3': 0.04562730001729122, 'alpha_4': 0.002080969086344171}
ENSG00000267283.1	ENSG00000235910.1	AC005306.1	APOA1-AS	ENSG00000136883.12	KIF12	AND	-1176.7564509218037	-133.13192842118087	{'K_1': 0.004667538382645019, 'K_2': 0.003487483415336375, 'n_1': 1.0028216219075048, 'n_2': 1.258494111423107, 'alpha_1': 0.12549527303025823}
ENSG00000267283.1	ENSG00000141431.9	AC005306.1	ASXL3	ENSG00000136883.12	KIF12	AND	-1129.927099857402	-141.79644452072023	{'K_1': 0.004651178429688874, 'K_2': 0.0003277656606063787, 'n_1': 1.0075036723960118, 'n_2': 1.2547994098855082, 'alpha_1': 0.12102381545980218}
